Chemical,SMILES
NCGC00094925-01,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]3([H])C4=CC=C(OC(C)=O)C=C4CC[C@@]23[H]
NCGC00259176-01,Cl.NC1=CC=C(Cl)C=C1
NCGC00258784-01,CC(O)COC(=O)C(C)=C
NCGC00260429-01,CCC(CC)C=O
NCGC00260427-01,OCC(O)CS
NCGC00167423-01,COS([O-])(=O)=O.C[N+]1(C)CCCCC1COC(=O)C(O)(C2=CC=CC=C2)C3=CC=CC=C3
NCGC00260033-01,[H][C@]12C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@](O)(C[C@H](O)[C@H]1C(O)=O)O2
NCGC00258801-01,C[Sn](C)(Cl)Cl
NCGC00260058-01,CCCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCCCC
NCGC00257067-01,NCCOCCO
NCGC00255478-01,CC(=O)CCC1=CC=C(OC(C)=O)C=C1
NCGC00167541-01,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C
NCGC00259822-01,NC(=O)N1C2=CC=CC=C2C=CC3=C1C=CC=C3
NCGC00091086-02,OCCCBr
NCGC00016676-01,CCCN(CCC)C(=O)C(CCC(O)=O)NC(=O)C1=CC=CC=C1
NCGC00257446-01,CC1=CC2=C(OC(CN(CC3=CC=CC=C3)C(=O)NC4=C(F)C=C(F)C=C4F)=C2C5=CC=C(Cl)C=C5)C=C1
NCGC00256193-01,COC(=O)C1=C(Cl)C=CC=C1
NCGC00015279-02,Cl.CN(C)CCOC(=O)COC1=CC=C(Cl)C=C1
NCGC00259876-01,CCC1=C(O)C=CC=C1
NCGC00164246-01,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
NCGC00016313-01,CCC1NC(=O)C2=CC(=C(Cl)C=C2N1)S(N)(=O)=O
NCGC00090987-02,OC(=O)CC1=C2C=CC=CC2=CC=C1
NCGC00259002-01,CNC(=O)N(C)C1=NN=C(S1)C(C)(C)C
NCGC00181340-01,NS(=O)(=O)C1=CC(C2=NN=NN2)=C(NCC3=CC=CS3)C=C1Cl
NCGC00254099-01,CCCCCCCCO
NCGC00257140-01,CCCCOCCOCCOC(C)=O
NCGC00159398-02,[K+].CC(=O)CC(C1=CC=CC=C1)C2=C([O-])C3=C(OC2=O)C=CC=C3
NCGC00025060-04,CN(CC1=NC2=C(N)N=C(N)N=C2N=C1)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O
NCGC00182545-01,Cl.CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3(C[C@H]2C(O)=O)SCCS3
NCGC00260198-01,F[B-](F)(F)F.CCCCCCN1C=C[N+](C)=C1
NCGC00167462-01,[Ca++].CC(=O)NCCCS([O-])(=O)=O.CC(=O)NCCCS([O-])(=O)=O
NCGC00186465-01,NC1(CCC1)C2=CC=C(C=C2)C3=NC4=C(C=C3C5=CC=CC=C5)C6=NNC(=O)N6C=C4
NCGC00255907-01,CCCCCCCCOC(C)=O
NCGC00256525-01,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
NCGC00257149-01,OC(=O)CC(C(CC(O)=O)C(O)=O)C(O)=O
NCGC00257683-01,SCC1=CC=CC=C1
NCGC00259935-01,CC(C)=CCC\C(C)=C\CO
NCGC00259565-01,[Na+].CC1=CC=C(C=C1C)S([O-])(=O)=O
NCGC00260493-01,O=C1C(=O)C2=CC=CC3=C2C1=CC=C3
NCGC00256672-01,CCOC(=O)C=CC1=CC=CC=C1
NCGC00015278-09,CCCC(C)(COC(N)=O)COC(=O)NC(C)C
NCGC00256164-01,[Zn++].CCC(C)(CCC(C)C)C([O-])=O.CCC(C)(CCC(C)C)C([O-])=O
NCGC00090770-05,OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(Br)C(=O)NC2=O
NCGC00255202-01,NNC1=NC(=CS1)C2=CC=C(N)C=C2
NCGC00013724-01,[Br-].C[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]3O[C@@H]23)OC(=O)[C@H](CO)C4=CC=CC=C4
NCGC00257984-01,CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
NCGC00015954-02,CC(C)COC(=O)OCN1C(=O)CN(CCN2CC(=O)N(COC(=O)OCC(C)C)C(=O)C2)CC1=O
NCGC00255475-01,[Zn++].CC([O-])=O.CC([O-])=O
NCGC00256918-01,C1CCC2=NC=CN=C2C1
NCGC00257060-01,CC(C)=CCCC(C)(O)C=C
NCGC00257522-01,CC1=CC(=O)OC2=C1C=CC(O)=C2
NCGC00160458-01,CCNC(=O)NCC1=CC(Cl)=CC=C1
NCGC00255365-01,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
NCGC00163232-01,[Br-].[Br-].[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CC[C@@]4([H])C[C@H](OC(C)=O)[C@H](C[C@]34C)[N+]5(C)CCCCC5)[N+]6(C)CCCCC6
NCGC00259785-01,OC(=O)CCOC(=O)C=C
NCGC00260156-01,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
NCGC00166149-01,CCN(CC1=CC=C(Cl)N=C1)C(\NC)=C\[N+]([O-])=O
NCGC00254038-01,CS(=O)(=O)OCCCCOS(C)(=O)=O
NCGC00256140-01,CC(C)CCCCCOC(=O)CCS
NCGC00015608-04,CN(C)C(=O)C(CCN1CCC(O)(CC1)C2=CC=C(Cl)C=C2)(C3=CC=CC=C3)C4=CC=CC=C4
NCGC00257931-01,OC1(CCCCC1)C#N
NCGC00015149-02,CCCCNC1=CC(=CC(=C1OC2=CC=CC=C2)S(N)(=O)=O)C(O)=O
NCGC00159347-02,[Na+].[Na+].[O-]C1=CC2=C(C=C1)C3(OC(=O)C4=C3C=CC=C4)C5=C(O2)C=C([O-])C=C5
NCGC00160438-01,C(CC1=CC=CC=C1)NC2=NC(=CS2)C3=CC=CC=C3
NCGC00255158-01,OC1(CCCCC1)C#C
NCGC00247685-01,Br.C[C@@H]1[C@@H]2CC3=C(C=C(O)C=C3)[C@@]1(C)CCN2CCC4=CC=CC=C4
NCGC00256720-01,[NH4+].NC([O-])=O
NCGC00015998-04,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3C2=CCCN4CCN(C)CC4)C=C1
NCGC00015429-08,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1
NCGC00016797-02,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@@]2([H])NC(=O)[C@H](N)C3=CC=C(O)C=C3)C(O)=O
NCGC00258184-01,CCC[N+]1(C)CCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
NCGC00259735-01,CCCCCCCCCCO
NCGC00183842-01,CC(C)(C)NC[C@H](O)C1=CC=C(O)C=C1Cl
NCGC00160653-01,COC1=CC=C(C=C1)S(=O)(=O)NC2=NN=C(CC(C)C)S2
NCGC00258889-01,O=C(OCC1=CC=CC=C1)C2=CC=CC=C2
NCGC00159480-03,CNC1(CCCCC1=O)C2=C(Cl)C=CC=C2
NCGC00016958-01,CC(=O)N(CC(O)CN(C(C)=O)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I)C2=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C2I
NCGC00254756-01,[Br-].CCCCCCCCCCCCCCCC[N+](C)(C)C
NCGC00015012-02,CC(N)C(=O)OC(C)(C)CC1=CC=C(Cl)C=C1
NCGC00255103-01,COP(=S)(NC(C)C)OC1=C(C=C(C)C=C1)[N+]([O-])=O
NCGC00256922-01,CC(C)CCCCCCCOC(=O)C1=CC=C(C(=O)OCCCCCCCC(C)C)C(=C1)C(=O)OCCCCCCCC(C)C
NCGC00165979-01,OC(=O)\C=C\C1=CC=CC=C1
NCGC00015609-03,OC(=O)C1=NN(CC2=CC=C(Cl)C=C2Cl)C3=C1C=CC=C3
NCGC00255320-01,CC1(O)CSC(C)(O)CS1
NCGC00165983-01,[Na+].[Na+].[Na+].OC1=C(C=C2C=C(C=CC2=C1\N=N/C3=C4C=CC=CC4=C(C=C3)S([O-])(=O)=O)S([O-])(=O)=O)S([O-])(=O)=O
NCGC00159400-05,OCC1=CC=CN=C1
NCGC00255634-01,CCC(C)(C)C1CCC(O)CC1
NCGC00256636-01,CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C
NCGC00256380-01,[Na+].[Na+].CC1=CC(C)=C(C=C1N=NC2=CC(=C3C=CC=CC3=C2O)S([O-])(=O)=O)S([O-])(=O)=O
NCGC00256867-01,COC1=CC=C(COC(C)=O)C=C1
NCGC00258542-01,CC(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(C)=C/C(=O)NC2=CC=C(O)C=C2
NCGC00254281-01,CC1=CC(O)=C(C)C=C1
NCGC00255007-01,CCCOC(=O)CC
NCGC00181354-01,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(OC(=O)\C=C(C)\C=C\C=C(C)\C=C\C3=C(C)CCCC3(C)C)=C2C
NCGC00256506-01,NNC(N)=S
NCGC00255250-01,CCCSC1=CC=C2NC(NC(=O)OC)=NC2=C1
NCGC00159391-02,[Na+].[Na+].OC1=CC=C(C=C1S([O-])(=O)=O)C2(OC(=O)C3=C(Br)C(Br)=C(Br)C(Br)=C23)C4=CC=C(O)C(=C4)S([O-])(=O)=O
NCGC00260539-01,CCCCCCCCCCCCCCCCN(C)C
NCGC00183363-01,CSCC[C@H](NC(=O)[C@H](CC1=CC=C(OS(O)(=O)=O)C=C1)NC(=O)[C@@H](N)CC(O)=O)C(=O)NCC(=O)N[C@@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC4=CC=CC=C4)C(N)=O
NCGC00256524-01,ClC1=CC=C(SC2=CC(Cl)=C(Cl)C=C2Cl)C=C1
NCGC00257396-01,CC1=CC(O)=CC(C)=C1
NCGC00160676-01,CCN(CC)CCOC(=O)C(C)(C1=CC=CC=C1)C2=CC=CC=C2
NCGC00016772-01,OS(O)(=O)=O.CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1.CC(C)(C)NCC(O)C2=CC(O)=CC(O)=C2
NCGC00257024-01,CCCCC\C=C/C\C=C/CCCCCCCC(O)=O
NCGC00257829-01,CC(=O)C1=C(C)OC(C)=C1
NCGC00254130-01,[Na+].CCOC1=CC(=CC=C1)N2C=C(N=C2C3=CC=C(C)C=C3)C(=O)N4CCN(CC4)C5=CC6=CC=CC=C6C(=C5)C([O-])=O
NCGC00260306-01,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=CC=C3
NCGC00162247-02,[H][C@@]12CCCC[C@@]13CCN(CC=C)[C@@H]2CC4=C3C=C(O)C=C4
NCGC00256786-01,CC1CCC(=O)C1=O
NCGC00258926-01,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]3([H])C4=C(CC[C@@]23[H])C=C(O)C=C4
NCGC00259535-01,CCNC1=NC(NC(C)C)=NC(Cl)=N1
NCGC00091345-01,OC(=O)CCCCC(O)=O
NCGC00093552-01,Cl.NC1=CC(Cl)=C(NC2=NCCN2)C(Cl)=C1
NCGC00159449-03,CCN(CC)CCSC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2
NCGC00256660-01,OO.NC(N)=O
NCGC00259131-01,O=CCC1=CC=CC=C1
NCGC00257909-01,CCBr
NCGC00257957-01,[Na+].CCN(CC)C([S-])=S
NCGC00182992-01,O=C([C@H]1CCC(=O)N1)N2CCCCC2
NCGC00182073-02,CCCC1=C2N(CC)C(=CC(=O)C2=CC3=C1OC(=CC3=O)C(O)=O)C(O)=O
NCGC00256052-01,CCO[Si](CC(C)C)(OCC)OCC
NCGC00254444-01,ClC1=NC(Cl)=C(Cl)C(Cl)=C1Cl
NCGC00159469-02,CNC(C)CC1=CC=CC=C1OC
NCGC00254871-01,CNC(=O)CSP(=O)(OC)OC
NCGC00257989-01,CC(=C)CC(C)(C)C
NCGC00167498-01,Cl.CS(=O)(=O)C1=CC=C(C=C1)[C@@H](O)[C@@H](COC(=O)CN)NC(=O)C(Cl)Cl
NCGC00255577-01,CC1=CC=C(Cl)C=C1Cl
NCGC00181025-01,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCC2=C(F)C(F)=CC(F)=C2F
NCGC00254381-01,CS(O)(=O)=O.CC1=CC(CCN2CCN(CC2)C3=NSC4=CC=CC=C34)=CC5=C1NC(=O)CC5(C)C
NCGC00255541-01,C[Si](C)(O[Si](C)(C)C=C)C=C
NCGC00255224-01,CC1(C)C(=O)NC(=O)NC1=O
NCGC00257365-01,CC(C)CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCCC(C)C
NCGC00260348-01,CC(C)CC(=O)C(C)=O
NCGC00258424-01,Cl.NCC(O)C1=CC=C(O)C=C1
NCGC00257517-01,CC(=O)C=CC1=C(C)CCCC1(C)C
NCGC00091183-02,OC1=C(Br)C=C(Br)C=C1Br
NCGC00167798-01,[H][C@@]12CCCC[C@@]1([H])N[Pt]3(N2)OC(=O)C(=O)O3
NCGC00255987-01,[H][C@@]1(CCC(C)=CC1)[C@@](C)(O)CCC=C(C)C
NCGC00260460-01,COS(=O)(=O)C(F)(F)F
NCGC00015441-04,CCCCC1=CN=C(C=C1)C(O)=O
NCGC00255729-01,CCO[Si](OCC)(OCC)C=C
NCGC00256036-01,CCCCNC1CC(C)(C)NC(C)(C)C1
NCGC00260008-01,NC1=CC=C(Br)C=C1
NCGC00253914-01,ClC1=C(Cl)C=CC=C1
NCGC00256301-01,NC1=CC=CC=C1S(=O)(=O)C2=CC=CC=C2
NCGC00167453-01,CCC(C)(OC1=CC=C(C=C1)C2(CCCCC2)C3=CC=C(OC(C)(CC)C(O)=O)C=C3)C(O)=O
NCGC00258085-01,OC(=O)CCCCCCC(O)=O
NCGC00256045-01,N1N=NN=C1C2=CC=CC=C2
NCGC00255196-01,CCCN(CCCl)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O
NCGC00013426-01,C1CNCCN1.[H][C@@]2(CC[C@@]3([H])[C@]4([H])[C@H](O)C[C@]5([H])C[C@H](O)CC[C@]5(C)[C@@]4([H])C[C@H](O)[C@]23C)[C@H](C)CCC(O)=O
NCGC00189076-01,Cl.Cl.NC(=N)C1=CC(Br)=C(OCCCOC2=C(Br)C=C(C=C2)C(N)=N)C=C1
NCGC00258297-01,COC1=CC=C(C=C1[N+]([O-])=O)C(=O)NC2=CC=CC=C2
NCGC00259220-01,CCCCCCCCCCCCCCCC(O)=O
NCGC00181135-01,CCCCC[C@@H](O)C1[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)CC(O)C(O)C(O)\C(C)=C\C=C\C=C\C=C\C=C\[C@@H](O)C(C)OC1=O
NCGC00256509-01,CC(=O)OC\C=C(C)\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C
NCGC00259856-01,[K+].[K+].[O-][Cr](=O)(=O)O[Cr]([O-])(=O)=O
NCGC00258367-01,[Na+].[Na+].OP([O-])(=O)OP(O)([O-])=O
NCGC00164528-01,CCCCCCCCCCCC(=O)OCC(O)CO
NCGC00255951-01,OC1=CC=C(O)C2=C1C(=O)C3=C(C=CC=C3)C2=O
NCGC00255644-01,CC(O)=O.[H][C@@]12CCC3=CC(=CC=C3[C@@]1(C)CCC[C@@]2(C)CN)C(C)C
NCGC00018107-04,OC(=O)C1=C(S)C=CC=C1
NCGC00258294-01,CCC(C)(C)C(O)=O
NCGC00164565-01,ClC1=C(CCN2CCN(CC2)C3=NSC4=CC=CC=C34)C=C5CC(=O)NC5=C1
NCGC00258561-01,CCNC1=CC(O)=CC=C1C
NCGC00254419-01,C1=CC2=C(C=C1)C=C3C(C=CC4=C3C=CC=C4)=C2
NCGC00256271-01,CC1=CC(Cl)=C(C)C=C1Cl
NCGC00256939-01,COC(=O)C1=CC=CC=C1
NCGC00259832-01,ClC1=NC=CC=C1
NCGC00258708-01,CC(C)C(O)(C1=CC=C(OC(F)(F)F)C=C1)C2=CN=CN=C2
NCGC00260496-01,C1=CC2=C(C=C1)N=CC=N2
NCGC00166138-01,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]3([H])[C@@]4([H])CC[C@H](OC(C)=O)C=C4CC[C@@]23[H]
NCGC00257938-01,OC1=C(Cl)C=C(Cl)C=C1SC2=C(O)C(Cl)=CC(Cl)=C2
NCGC00254070-01,CCC1=C(N(N=C1C(=O)NN2CCCCC2)C3=CC=C(Cl)C=C3Cl)C4=CC=C(Br)C=C4
NCGC00254372-01,CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O
NCGC00166245-01,OS(O)(=O)=O.NC1=CC2=NC3=CC(N)=CC=C3C=C2C=C1.NC4=CC5=NC6=CC(N)=CC=C6C=C5C=C4
NCGC00254058-01,C1=CC2=CC=CC=C2C=C1
NCGC00256038-01,NC1=CC=CC(=C1)S(=O)(=O)C2=CC(N)=CC=C2
NCGC00257842-01,CC(=O)NC1=C(C)C=CC=C1
NCGC00257187-01,NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CS2
NCGC00255734-01,CNC(=O)OC1=C(C=C(C)C=C1C(C)(C)C)C(C)(C)C
NCGC00255879-01,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2
NCGC00255702-01,CCNC(=O)C(C)OC(=O)NC1=CC=CC=C1
NCGC00256341-01,NC1=CC(Cl)=C(Cl)C=C1
NCGC00256467-01,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2
NCGC00183031-01,[Ca++].CC(C)(CO)[C@@H](O)C(=O)NCCC([O-])=O.CC(C)(CO)[C@@H](O)C(=O)NCCC([O-])=O
NCGC00257674-01,O=CC1=CC=C2OCOC2=C1
NCGC00254216-01,CN(CC1=NC2=C(N)N=C(N)N=C2N=C1)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O
NCGC00254182-01,CC1=CC(=CC=C1)[N+]([O-])=O
NCGC00258657-01,OS([O-])(=O)=O.CCCCN1C=C[N+](C)=C1
NCGC00159467-03,Cl.COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@@H]1OC(=O)C3=CC=CC=C3)N2C
NCGC00256835-01,O.O.Cl[In](Cl)Cl
NCGC00260116-01,CC(=C)C(=O)OCCC[Si](Cl)(Cl)Cl
NCGC00160473-01,CCOC(=O)NC1=CC2=C(CCC3=CC=CC=C3N2C(=O)CN(C)C)C=C1
NCGC00257659-01,OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1
NCGC00183853-01,ClC1=CC2=C(CCC3=C(C=CC=C3)N2CCCN4CCC5(CC4)N6CCCCC6NC5=O)C=C1
NCGC00259629-01,CC(C)=CC(C)=O
NCGC00260097-01,C1=CC2=C(C=C1)C3=C(C=C2)C4=C(C=CC=C4)C=C3
NCGC00258740-01,CCC(C)OC(C)CC
NCGC00255193-01,[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]3([H])C4=C(CC[C@@]23[H])C=C(O)C=C4
NCGC00168256-01,ClC1=CC=C2N(CC3CC3)C(=O)CN=C(C4=CC=CC=C4)C2=C1
NCGC00257238-01,OC(=O)C(F)(F)F.CCN(CC)C(=O)C1=C(C=C(N2CCC(CC2)C3=CC=CC=C3)C(=C1)S(=O)(=O)CC4=CC=CC=C4)N(CC)CCN(C)C
NCGC00164532-01,CCC(=O)NC1=CC=C(O)C=C1
NCGC00184993-01,[Na+].NC1=C(C=CC=C1CC([O-])=O)C(=O)C2=CC=CC=C2
NCGC00016373-03,[Cl-].CC(C)(C)CC(C)(C)C1=CC=C(OCCOCC[N+](C)(C)CC2=CC=CC=C2)C=C1
NCGC00258972-01,OC1=C(Br)C=C(C=C1Br)C#N
NCGC00016568-01,CC(=O)NC1CCSC1=O
NCGC00258609-01,OC[C@H](O)[C@@H](O)[C@H](O)CO
NCGC00183046-01,C(C1CN2CCC1CC2)N3C4=CC=CC=C4SC5=C3C=CC=C5
NCGC00258898-01,CC(C)CCC(C)=O
NCGC00258173-01,CCCBr
NCGC00018167-03,NC1=NC(Cl)=NC2=C1N=CN2[C@H]3C[C@H](O)[C@@H](CO)O3
NCGC00016712-01,[Cl-].[Cl-].[H][C@]12C[C@]3([H])C4=CN5C6=CC=CC=C6[C@]78CC[N@@+]9(CC=C)C\C(=C\CO)[C@]([H])(C[C@@]79[H])C(=CN%10C%11=CC=CC=C%11[C@@]1(CC[N@@+]2(CC=C)C\C3=C\CO)[C@]4%10[H])[C@]58[H]
NCGC00181338-01,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C=C1)C(O)=O
NCGC00182037-01,C[C@H](CSC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CC=CC=C2)C(O)=O
NCGC00257136-01,FC1=CC=C(Br)C=C1
NCGC00259270-01,OCCOCCOCCOCCOCCO
NCGC00260304-01,[K+].C\C=C\C=C\C([O-])=O
NCGC00260163-01,CCOP([O-])(=O)OCC.CCCC[P+](CC)(CCCC)CCCC
NCGC00016642-01,CC(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN4CCC(CCO)CC4)C=C1
NCGC00260007-01,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C3=CC=CC=C3
NCGC00254252-01,CC(C)=CCCC(=C)C=C
NCGC00142391-03,NC1=NC(=O)C2=C(N1)N=CC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=N2
NCGC00024749-01,CS(O)(=O)=O.CC1=CC=C2N3CCNC4CCCC(C2=C1)=C34
NCGC00258655-01,CCN1CCOCC1
NCGC00257970-01,CCC(C)C1=CC=C(O)C=C1
NCGC00258883-01,NC1=CC=C(C=C1)S(N)(=O)=O
NCGC00256149-01,CC(CN)CC(C)(C)CCN
NCGC00260458-01,FC1=CC=CC=C1C2=CC=CC=C2
NCGC00258239-01,O=C(CC1=CC=CC=C1)OCC2=CC=CC=C2
NCGC00258529-01,OCC#C
NCGC00255705-01,OC[C@H]1O[C@@H](OC2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O
NCGC00090851-04,NC1=NC(=O)N(C=N1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O
NCGC00257383-01,CCCC1=CC=C(N)C=C1
NCGC00254263-01,O.[Na+].O=C1[N-]S(=O)(=O)C2=CC=CC=C12
NCGC00257502-01,O=C(OCC1=CC=CC=C1)C2=CC=CC=C2
NCGC00260155-01,BrCC1CO1
NCGC00256844-01,O=C(OCCCC1=CC=CC=C1)C=CC2=CC=CC=C2
NCGC00256351-01,[Na+].[Na+].CC1=CC=C(C=C1)S(=O)(=O)OC2=CC=C(C=C2)N=NC3=C(C)C=C(C=C3)C4=CC=C(N=NC5=C(O)C=CC6=CC(=CC(=C56)S([O-])(=O)=O)S([O-])(=O)=O)C(C)=C4
NCGC00260024-01,CC(C)O
NCGC00257690-01,ClC1=CC=C(C=O)C=C1
NCGC00258396-01,CCCCCCCCN1C=C[N+](C)=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
NCGC00260667-01,CC(Cl)(Cl)Cl
NCGC00255279-01,CCN(CCO)C1=CC(C)=CC=C1
NCGC00254429-01,C[C@@H](O)C1=NC(=CC=N1)N2[C@@H](C)CN(C[C@H]2C)C3=NC(C)=NC(C)=N3
NCGC00256188-01,C=COCCOCCOC=C
NCGC00015219-03,[Br-].C[N+](C)(C)CCO
NCGC00260053-01,O=C1C(C(=O)C2=CC=CC=C12)C3=NC4=CC=CC=C4C=C3
NCGC00257340-01,O=C(CCCCCCCCC1=CN=CC=C1)N2CCC(CC2)C=C(C3=CC=CC=C3)C4=CC=CC=C4
NCGC00256113-01,CN(C)CCOCCN(C)CCO
NCGC00160628-01,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=C(C3=O)C(O)=CC(O)=C4)C5=CC(O)=C(O)C=C5)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
NCGC00255346-01,CCN(CC)C1CCCCC1
NCGC00015724-10,OC(=O)C1=CC=CN=C1NC2=CC=CC(=C2)C(F)(F)F
NCGC00257400-01,OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl
NCGC00257272-01,CC(C)=CCCC(C)(OC=O)C=C
NCGC00260232-01,[I-].CCCC[N+]1=CC=CC(C)=C1
NCGC00091641-01,S=C1NC=NC2=C1N=CN2
NCGC00253937-01,CCCCOCCOCCO
NCGC00258042-01,O.O.[Cl-].[Cl-].[Ba++]
NCGC00258029-01,O=C(C1=CC2=C(C=C1)C(=O)OC2=O)C3=CC4=C(C=C3)C(=O)OC4=O
NCGC00254686-01,ClC1=C(Cl)C2(Cl)C3COS(=O)(=O)OCC3C1(Cl)C2(Cl)Cl
NCGC00254999-01,CCOP(=S)(OCC)OC1=C(Cl)C=C(Br)C(Cl)=C1
NCGC00181304-01,NC1=NC(=O)N2CC12
NCGC00256756-01,CC(CN(CCN(CC(C)OCCO)CC(C)OCCO)CC(C)OCCO)OCCO
NCGC00163155-01,CC1=CC2=C(OCC(CNC(C)(C)C)OC(=O)C3=CC=CC=C3)C=CC=C2N1
NCGC00259906-01,COC1=C2C=COC2=CC3=C1C=CC(=O)O3
NCGC00259703-01,[Na+].[Na+].OC1=C(\N=N\C2=CC=CC=C2)C3=C(C=C(C=C3C=C1)S([O-])(=O)=O)S([O-])(=O)=O
NCGC00254422-01,OC1=CC=CC=C1Cl
NCGC00257792-01,CCN(CC)C1=CC=CC(O)=C1
NCGC00257514-01,CC(C)=CC(C)=O
NCGC00254305-01,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
NCGC00024714-03,CC1=CC=C(C=C1)C(=C/CN2CCCC2)\C3=CC=CC=N3
NCGC00017040-01,CS(O)(=O)=O.CS(O)(=O)=O.CN(C)S(=O)(=O)C1=CC2=C(SC3=C(C=CC=C3)N2CCCN4CCN(C)CC4)C=C1
NCGC00254217-01,CC1=C(N)C=C(C=C1)[N+]([O-])=O
NCGC00256709-01,[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]4([H])[C@@]2([H])C[C@H](F)C5=CC(=O)CC[C@]45C
NCGC00256866-01,CCCC(C)C(=O)OCC
NCGC00255641-01,NC(=O)C1=CC=C(N)C=C1
NCGC00260174-01,[I-].CCCN1C=C[N+](C)=C1C
NCGC00258789-01,CCCCOC(=O)COC1=C(Cl)C=C(Cl)C=C1
NCGC00260130-01,[H+].F[B-](F)(F)F
NCGC00257741-01,CC1=CC=CC=C1C(N)=O
NCGC00258730-01,CC(Cl)(Cl)[N+]([O-])=O
NCGC00182622-02,CCOC(=O)COC1=CC2=C(C=C1)C(=O)C=C(O2)C3=CC=CC=C3
